experiment_id,run_id,preset,timestamp_manifest,hostname_manifest,hardware_target,hardware_role,backend,accelerator_type,device_count,dstack_gpu_spec,workload_family,workload_runner,workload_description,operation_family,execution_mode,signature_label,fsdp_degree,tp_degree,global_batch_size,sequence_length,shape,hidden_size,vocab_size,token_chunk,vocab_chunk,chunk_configuration,token_loop_count,vocab_loop_count,chunk_loop_count,cce_loop_count,mesh_configuration,warmup_steps,measured_steps,seed,repeat_index,cce_profiler_experiment_id,case_name,run_dir,xla_dir,profiler_path,scenario_group
158,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc256_vc65536,2,2,16,512,b16/L512,320,262144,256,65536,256/65536,32,4,128,,"fsdp=2,tp=2",3,10,0,0,-1,exp0158_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc256_vc65536_fsdp2_tp2_tc256_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0158_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc256_vc65536_fsdp2_tp2_tc256_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0158_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc256_vc65536_fsdp2_tp2_tc256_vc65536_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
159,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc256_vc131072,2,2,16,512,b16/L512,320,262144,256,131072,256/131072,32,2,64,,"fsdp=2,tp=2",3,10,0,0,-1,exp0159_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc256_vc131072_fsdp2_tp2_tc256_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0159_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc256_vc131072_fsdp2_tp2_tc256_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0159_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc256_vc131072_fsdp2_tp2_tc256_vc131072_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
160,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc256_vc262144,2,2,16,512,b16/L512,320,262144,256,262144,256/262144,32,1,32,,"fsdp=2,tp=2",3,10,0,0,-1,exp0160_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc256_vc262144_fsdp2_tp2_tc256_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0160_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc256_vc262144_fsdp2_tp2_tc256_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0160_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc256_vc262144_fsdp2_tp2_tc256_vc262144_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
161,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc512_vc4096,2,2,16,512,b16/L512,320,262144,512,4096,512/4096,16,64,1024,,"fsdp=2,tp=2",3,10,0,0,-1,exp0161_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc4096_fsdp2_tp2_tc512_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0161_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc4096_fsdp2_tp2_tc512_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0161_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc4096_fsdp2_tp2_tc512_vc4096_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
162,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc512_vc8192,2,2,16,512,b16/L512,320,262144,512,8192,512/8192,16,32,512,,"fsdp=2,tp=2",3,10,0,0,-1,exp0162_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc8192_fsdp2_tp2_tc512_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0162_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc8192_fsdp2_tp2_tc512_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0162_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc8192_fsdp2_tp2_tc512_vc8192_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
163,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc512_vc16384,2,2,16,512,b16/L512,320,262144,512,16384,512/16384,16,16,256,,"fsdp=2,tp=2",3,10,0,0,-1,exp0163_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc16384_fsdp2_tp2_tc512_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0163_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc16384_fsdp2_tp2_tc512_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0163_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc16384_fsdp2_tp2_tc512_vc16384_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
164,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc512_vc32768,2,2,16,512,b16/L512,320,262144,512,32768,512/32768,16,8,128,,"fsdp=2,tp=2",3,10,0,0,-1,exp0164_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc32768_fsdp2_tp2_tc512_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0164_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc32768_fsdp2_tp2_tc512_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0164_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc32768_fsdp2_tp2_tc512_vc32768_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
165,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc512_vc65536,2,2,16,512,b16/L512,320,262144,512,65536,512/65536,16,4,64,,"fsdp=2,tp=2",3,10,0,0,-1,exp0165_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc65536_fsdp2_tp2_tc512_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0165_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc65536_fsdp2_tp2_tc512_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0165_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc65536_fsdp2_tp2_tc512_vc65536_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
166,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc512_vc131072,2,2,16,512,b16/L512,320,262144,512,131072,512/131072,16,2,32,,"fsdp=2,tp=2",3,10,0,0,-1,exp0166_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc131072_fsdp2_tp2_tc512_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0166_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc131072_fsdp2_tp2_tc512_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0166_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc131072_fsdp2_tp2_tc512_vc131072_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
167,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc512_vc262144,2,2,16,512,b16/L512,320,262144,512,262144,512/262144,16,1,16,,"fsdp=2,tp=2",3,10,0,0,-1,exp0167_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc262144_fsdp2_tp2_tc512_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0167_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc262144_fsdp2_tp2_tc512_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0167_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc512_vc262144_fsdp2_tp2_tc512_vc262144_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
168,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc1024_vc4096,2,2,16,512,b16/L512,320,262144,1024,4096,1024/4096,8,64,512,,"fsdp=2,tp=2",3,10,0,0,-1,exp0168_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc4096_fsdp2_tp2_tc1024_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0168_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc4096_fsdp2_tp2_tc1024_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0168_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc4096_fsdp2_tp2_tc1024_vc4096_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
169,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc1024_vc8192,2,2,16,512,b16/L512,320,262144,1024,8192,1024/8192,8,32,256,,"fsdp=2,tp=2",3,10,0,0,-1,exp0169_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc8192_fsdp2_tp2_tc1024_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0169_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc8192_fsdp2_tp2_tc1024_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0169_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc8192_fsdp2_tp2_tc1024_vc8192_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
170,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc1024_vc16384,2,2,16,512,b16/L512,320,262144,1024,16384,1024/16384,8,16,128,,"fsdp=2,tp=2",3,10,0,0,-1,exp0170_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc16384_fsdp2_tp2_tc1024_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0170_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc16384_fsdp2_tp2_tc1024_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0170_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc16384_fsdp2_tp2_tc1024_vc16384_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
171,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc1024_vc32768,2,2,16,512,b16/L512,320,262144,1024,32768,1024/32768,8,8,64,,"fsdp=2,tp=2",3,10,0,0,-1,exp0171_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc32768_fsdp2_tp2_tc1024_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0171_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc32768_fsdp2_tp2_tc1024_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0171_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc32768_fsdp2_tp2_tc1024_vc32768_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
172,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc1024_vc65536,2,2,16,512,b16/L512,320,262144,1024,65536,1024/65536,8,4,32,,"fsdp=2,tp=2",3,10,0,0,-1,exp0172_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc65536_fsdp2_tp2_tc1024_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0172_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc65536_fsdp2_tp2_tc1024_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0172_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc65536_fsdp2_tp2_tc1024_vc65536_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
173,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc1024_vc131072,2,2,16,512,b16/L512,320,262144,1024,131072,1024/131072,8,2,16,,"fsdp=2,tp=2",3,10,0,0,-1,exp0173_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc131072_fsdp2_tp2_tc1024_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0173_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc131072_fsdp2_tp2_tc1024_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0173_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc131072_fsdp2_tp2_tc1024_vc131072_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
174,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp2_tp2_tc1024_vc262144,2,2,16,512,b16/L512,320,262144,1024,262144,1024/262144,8,1,8,,"fsdp=2,tp=2",3,10,0,0,-1,exp0174_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc262144_fsdp2_tp2_tc1024_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0174_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc262144_fsdp2_tp2_tc1024_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0174_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc262144_fsdp2_tp2_tc1024_vc262144_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
175,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp1_tp4_tc64_vc4096,1,4,16,512,b16/L512,320,262144,64,4096,64/4096,128,64,8192,,"fsdp=1,tp=4",3,10,0,0,-1,exp0175_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp1_tp4_tc64_vc4096_fsdp1_tp4_tc64_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0175_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp1_tp4_tc64_vc4096_fsdp1_tp4_tc64_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0175_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp1_tp4_tc64_vc4096_fsdp1_tp4_tc64_vc4096_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
176,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp1_tp4_tc64_vc8192,1,4,16,512,b16/L512,320,262144,64,8192,64/8192,128,32,4096,,"fsdp=1,tp=4",3,10,0,0,-1,exp0176_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp1_tp4_tc64_vc8192_fsdp1_tp4_tc64_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0176_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp1_tp4_tc64_vc8192_fsdp1_tp4_tc64_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0176_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp1_tp4_tc64_vc8192_fsdp1_tp4_tc64_vc8192_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
177,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp1_tp4_tc64_vc16384,1,4,16,512,b16/L512,320,262144,64,16384,64/16384,128,16,2048,,"fsdp=1,tp=4",3,10,0,0,-1,exp0177_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp1_tp4_tc64_vc16384_fsdp1_tp4_tc64_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0177_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp1_tp4_tc64_vc16384_fsdp1_tp4_tc64_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0177_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp1_tp4_tc64_vc16384_fsdp1_tp4_tc64_vc16384_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
178,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp1_tp4_tc64_vc32768,1,4,16,512,b16/L512,320,262144,64,32768,64/32768,128,8,1024,,"fsdp=1,tp=4",3,10,0,0,-1,exp0178_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp1_tp4_tc64_vc32768_fsdp1_tp4_tc64_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0178_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp1_tp4_tc64_vc32768_fsdp1_tp4_tc64_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0178_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp1_tp4_tc64_vc32768_fsdp1_tp4_tc64_vc32768_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
179,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_collective_loop,torch_microbench,PyTorch eager repeated NCCL all-reduce over chunk-sized tensors.,collective_loop,eager,b16_L512_fsdp1_tp4_tc64_vc65536,1,4,16,512,b16/L512,320,262144,64,65536,64/65536,128,4,512,,"fsdp=1,tp=4",3,10,0,0,-1,exp0179_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp1_tp4_tc64_vc65536_fsdp1_tp4_tc64_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0179_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp1_tp4_tc64_vc65536_fsdp1_tp4_tc64_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0179_gpu-a100-80gb-4_torch_eager_collective_loop_b16_L512_fsdp1_tp4_tc64_vc65536_fsdp1_tp4_tc64_vc65536_r0/xla,,gpu-a100-80gb-4/torch_eager_collective_loop
